㑳,zhòu
百端交集,bǎiduānjiāojí
百端待舉,bǎiduāndàijǔ
百節蛇,bǎijiéshé
百籟,bǎilài
百米賽跑,bǎimǐsàipǎo
百粵,bǎiyuè
百索,bǎisuǒ
百紫千紅,bǎizǐqiānhóng
百結,bǎijié
百結衣,bǎijiéyī
百縱千隨,bǎizòngqiānsuí
百罹,bǎilí
百美圖,bǎiměitú
百聞不如一見,bǎiwénbùrúyījiàn
百脈根,bǎimàigēn
百舉百全,bǎijǔbǎiquán
百舉百捷,bǎijǔbǎijié
百舌,bǎishé
百舌之聲,bǎishézhīshēng
百舍重繭,bǎishèchóngjiǎn
百舍重趼,bǎishèchóngjiǎn
百般,bǎibān
百般刁難,bǎibāndiāonán
百般忙亂,bǎibānmángluàn
百般恩愛,bǎibānēnài
百般解說,bǎibānjiěshuō
百色縣,bósèxiàn
百花,bǎihuā
百花娘子,bǎihuāniángzi
百花曆,bǎihuālì
百花洲,bǎihuāzhōu
百花潭,bǎihuātán
百花爭妍,bǎihuāzhēngyán
百花王,bǎihuāwáng
百花生日,bǎihuāshēngrì
百花盛開,bǎihuāshèngkāi
百花酒,bǎihuājiǔ
百花齊放,bǎihuāqífàng
百草,bǎicǎo
百草霜,bǎicǎoshuāng
百萬,bǎiwàn
百萬之眾,bǎiwànzhīzhòng
百萬富翁,bǎiwànfùwēng
百萬雄兵,bǎiwànxióngbīng
百萬雄師,bǎiwànxióngshī
百葉,bǎiyè
百葉捲,bǎiyèjuǎn
百葉窗,bǎiyèchuāng
百葉窗簾,bǎiyèchuānglián
百葉箱,bǎiyèxiāng
百藝,bǎiyì
百蠻,bǎimán
百衲,bǎinà
百衲本,bǎinàběn
百衲琴,bǎinàqín
百衲綻衣,bǎinàzhànyī
百衲衣,bǎinàyī
百裡挑一,bǎilǐtiāoyī
百褶裙,bǎizhéqún
百襉裙,bǎijiǎnqún
百覽不厭,bǎilǎnbùyàn
百計千心,bǎijìqiānxīn
百計千方,bǎijìqiānfāng
百計千謀,bǎijìqiānmóu
百論,bǎilùn
百諫圖,bǎijiàntú
百謀千計,bǎimóuqiānjì
百讀不厭,bǎidúbùyàn
百谷王,bǎigǔwáng
百貨,bǎihuò
百貨公司,bǎihuògōngsī
百貨店,bǎihuòdiàn
百貨業,bǎihuòyè
百越,bǎiyuè
百足,bǎizú
百足不僵,bǎizúbùjiāng
百足之蟲,bǎizúzhīchóng
百足蟲,bǎizúchóng
百足蟹,bǎizúxiè
百身何贖,bǎishēnhéshú
百身莫贖,bǎishēnmòshú
百辟,bǎibì
百辭莫辯,bǎicímòbiàn
百部,bǎibù
百里,bǎilǐ
百里之才,bǎilǐzhīcái
百里侯,bǎilǐhóu
百里傒,bǎilǐxī
百里香,bǎilǐxiāng
百金,bǎijīn
百金之士,bǎijīnzhīshì
百鍊之鋼,bǎiliànzhīgāng
百鍊剛,bǎiliàngāng
百鍊成鋼,bǎiliànchénggāng
百鍊金,bǎiliànjīn
百鍊鋼,bǎiliàngāng
百鍊鐵,bǎiliàntiě
百鍛千練,bǎiduànqiānliàn
百鎰之金,bǎiyìzhījīn
百雉,bǎizhì
百靈,bǎilíng
百靈廟,bǎilíngmiào
百靈百驗,bǎilíngbǎiyàn
百靈舌,bǎilíngshé
百靈鳥,bǎilíngniǎo
百面雷,bǎimiànléi
百頁,bǎiyè
百順,bǎishùn
百順百依,bǎishùnbǎiyī
百香果,bǎixiāngguǒ
百馬伐驥,bǎimǎfájì
百體,bǎitǐ
百鳥,bǎiniǎo
百鳥朝鳳,bǎiniǎocháofèng
百齡眉壽,bǎilíngméishòu
百龍之智,bǎilóngzhīzhì
皀,xiāng
皁,zào
皁差,zàochāi
皁白,zàobái
皁白不分,zàobáibùfēn
皁纛,zàodú
皂,zào
皂白不分,zàobáibùfēn
的,dì
的一確二,díyīquèèr
的信,díxìn
的士,díshì
的實,díshí
的是,díshì
的決,díjué
的溜撲碌,dìliūpūlù
的溜溜,díliūliū
的溜骨碌,díliūgúlu
的然,dírán
的當,dídàng
的的,dídí
的知,dízhī
的確,díquè
的篤戲,dídǔxì
的耗,díhào
的見,díjiàn
皆,jiē
皇,huáng
皇上,huángshang
皇帝不差餓兵,huángdìbùchāièbīng
皇朝,huángcháo
皇皇者華,huánghuángzhěhuā
皇矣,huángyí
皈,guī
皋,gāo
皋比,gāopí
皋陶,gāoyáo
皎,jiǎo
皓,hào
皓白,hàobái
皕,bì
皖,wǎn
皖北平原,wǎnběipíngyuán
皙,xī
皚,ái
皜,hào
皞,hào
皤,pó
皦,jiǎo
皫,piǎo
皭,jiào
皮,pí
皮下出血,píxiàchūxiě
皮內反應法,pínèifǎnyìngfǎ
皮匠,píjiang
皮夾兒,píjiār
皮夾子,píjiāzi
皮子,pízi
皮孩子,píháizi
皮實,píshi
皮掌兒,pízhǎngr
皮板兒,píbǎnr(變)píbǎr
皮桶兒,pítǒngr
皮桶子,pítǒngzi
皮皮的,pípíde
皮相,píxiàng
皮相士,píxiàngshì
皮破血流,pípòxiěliú
皮筒兒,pítǒngr
皮膚癌,pífūyán　（又音）pífūái
皮膜組織,pímózǔzhī
皮著臉,pízheliǎn
皮蛋瘦肉粥,pídànshòuròuzhōu
皮裡膜外,pílǐmówài
皮解庫,píjièkù
皮靴兒沒番正,píxuērméifānzhèng
皮靴頁兒,pí　xuē　yèr　(變)pí　xuē　yèr
皯,gǎn
皰,pào
皴,cūn
皸,jūn
皺,zhòu
皺彆,zhòubiē
皺褶,zhòuzhé
皻,zhā
皽,zhǎn
皿,mǐn
盂,yú
盃,bēi
盅,zhōng
盅子,zhōngzi
盆,pén
盆兒,pénr　(變)pér
盆子,pénzi
盆罐都有耳朵,pénguàndōuyǒuěrduo
盈,yíng
盈千累百,yíngqiānlěibǎi
盈縮,yíngsù
盈車嘉穗,yíngchējiāsuì
盉,hé
益,yì
益者三樂,yìzhěsānyào
益處,yìchu
盍,hé
盎,àng
盎格魯撒克遜人,ànggélǔsākèsùnrén
盒,hé
盒子,hézi
盒子會,hézihuì
盒子炮,hézipào
盒子菜,hézicài
盔,kuī
盔子,kuīzi
盔頭,kuītou
盛,chéng
盛不忘衰,shèngbùwàngshuāi
盛世,shèngshì
盛事,shèngshì
盛京,shèngjīng
盛价,shèngjiè
盛傳,shèngchuán
盛典,shèngdiǎn
盛冬,shèngdōng
盛名,shèngmíng
盛名難副,shèngmíngnánfù
盛唐,shèngtáng
盛夏,shèngxià
盛大,shèngdà
盛宣懷,shèngxuānhuái
盛宴,shèngyàn
盛年,shèngnián
盛德不泯,shèngdébùmǐn
盛德遺範,shèngdéyífàn
盛必慮衰,shèngbìlǜshuāi
盛怒,shèngnù
盛情,shèngqíng
盛情難卻,shèngqíngnánquè
盛意,shèngyì
盛暑,shèngshǔ
盛暑祁寒,shèngshǔqíhán
盛會,shènghuì
盛服,shèngfú
盛果期,shèngguǒqí
盛極一時,shèngjíyīshí
盛極必衰,shèngjíbìshuāi
盛殮,chénglian
盛氣,shèngqì
盛氣凌人,shèngqìlíngrén
盛氣臨人,shèngqìlínrén
盛況,shèngkuàng
盛況空前,shèngkuàngkōngqián
盛王,shèngwáng
盛產,shèngchǎn
盛筵,shèngyán
盛筵必散,shèngyánbìsàn
盛筵易散,shèngyányìsàn
盛筵難再,shèngyánnánzài
盛舉,shèngjǔ
盛行,shèngxíng
盛衰,shèngshuāi
盛衰利害,shèngshuāilìhài
盛衰榮枯,shèngshuāiróngkū
盛衰榮辱,shèngshuāiróngrù
盛衰相乘,shèngshuāixiāngchéng
盛衰興廢,shèngshuāixīngfèi
盛裝,shèngzhuāng
盛譽,shèngyù
盛讚,shèngzàn
盛開,shèngkāi
盛顏,shèngyán
盛食厲兵,shèngshílìbīng
盛飾,shèngshì
盛飾嚴裝,shèngshìyánzhuāng
盛饌,shèngzhuàn
盛鬋,shèngjiān
盜,dào
盜弄,dàonòng
盝,lù
盞,zhǎn
盟,méng
盟津,mèngjīn
盟長,méngzhǎng
盡,jìn
盡付闕如,jìnfùquērú
盡其在我,jìnqízàiwǒ
盡場兒,jìnchángr
盡本分,jìnběnfèn
盡興,jìnxìng
盡量,jìnliàng
監,jiān
監本,jiànběn
監生,jiànshēng
監鋪,jiānpù
盤,pán
盤兒,pánr(變)pár
盤剝,pánbō
盤子,pánzi
盤子頭,pánzitóu
盤底朝天,pándǐcháotiān
盤弄,pánnòng
盤槓子,pángàngzi
盤算,pánsuan
盤纏,pánchan
盤薄,pánbó
盤踅,pánxué
盤辮子,pánbiànzi
盤頭丫頭,pántóuyātou
盥,guàn
盥漱,guànsòu
盦,ān
盧,lú
盧家少婦,lújiāshàofù
盧稜伽,lúlíngqié
盩,zhōu
盪,dàng
盬,gǔ
盭,lì
目,mù
目下十行,mùxiàshíháng
目子錢,mùziqián
目挑心招,mùtiǎoxīnzhāo
目擊道存,mùjídàochún
目無尊長,mùwúzūnzhǎng
目犍連,mùjiànlián
目瞠口哆,mùchēngkǒuchě
目耕,mùgēng
盯,dīng
盱,xū
盱眙,xūyí
盲,máng
盲子,mángzi
盳,máng
直,zhí
直心眼兒,zhíxīnyǎnr(變)zhíxīnyǎr
直性子,zhíxìngzi
直截了當,zhíjiéliǎodàng
直捷了當,zhíjiéliǎodàng
直排溜冰鞋,zhípáiliūbīngxié
直接了當,zhíjiēliǎodàng
直棍兒,zhí　gùnr　(變)zhí　guèr
直溜,zhíliu
直筒子,zhítǒngzi
直腸子,zhíchángzi
直腸癌,zhíchángyán　（又音）zhíchángái
直著身子,zhízheshēnzi
直襬,zhíbǎi
直言危行,zhíyánwéixìng
直言賈禍,zhíyángǔhuò
直豁,zhíhuò
直達車,zhídáchē
直闖,zhíchuǎng
直餾,zhíliù
相,xiāng
相人,xiàngrén
相位,xiàngwèi
相偕,xiāngjiē
相公,xiànggōng
相公堂子,xiànggongtángzi
相匣子,xiàngxiázi
相印法,xiàngyìnfǎ
相命,xiàngmìng
相和,xiānghè
相和歌,xiānghègē
相國,xiàngguó
相士,xiàngshì
相夫教子,xiàngfūjiàozǐ
相女配夫,xiàngnǚpèifū
相如病渴,xiàngrúbìngkě
相字,xiàngzì
相屬,xiāngzhǔ
相府,xiàngfǔ
相忍為國,xiāngrěnwèiguó
相應不理,xiāngyìngbùlǐ
相時,xiàngshí
相時而動,xiàngshíérdòng
相書,xiàngshū
相框,xiàngkuāng
相機,xiàngjī
相機而動,xiàngjīérdòng
相機而言,xiàngjīéryán
相機行事,xiàngjīxíngshì
相機觀變,xiàngjīguānbiàn
相法,xiàngfǎ
相熟,xiāngshú
相父,xiàngfù
相片,xiàngpiàn
相片光碟,xiàngpiànguāngdié
相王,xiàngwáng
相看,xiāngkān
相禮,xiànglǐ
相簿,xiàngbù
相紙,xiàngzhǐ
相者,xiàngzhě
相聲,xiàngshēng
相腳手,xiàngjiǎoshǒu
相腳頭,xiàngjiǎotóu
相臺,xiàngtái
相處,xiāngchǔ
相術,xiàngshù
相訾,xiāngzǐ
相變,xiàngbiàn
相貌,xiàngmào
相貌堂堂,xiàngmàotángtáng
相部宗,xiàngbùzōng
相門出相,xiàngménchūxiàng
相門有相,xiàngményǒuxiàng
相間,xiāngjiàn
相面,xiàngmiàn
相風,xiàngfēng
相風使帆,xiàngfēngshǐfán
相馬,xiàngmǎ
相驚伯有,xiāngjīngbóyǒu
相體,xiàngtǐ
相鼠,xiàngshǔ
盹,dǔn
盹兒,dǔnr　(變)duěr
盻,xì
盼,pàn
盼頭,pàntou
盾,dùn
省,shěng
省事,xǐngshì
省俗觀風,xǐngsúguānfēng
省分,shěngfèn
省刑薄斂,shěngxíngbóliàn
省墓,xǐngmù
省察,xǐngchá
省得,xǐngde
省思,xǐngsī
省悟,xǐngwù
省戒,xǐngjiè
省方觀俗,xǐngfāngguānsú
省方觀民,xǐngfāngguānmín
省會,xǐnghuì
省油的燈,shěngyóudedēng
省見,xǐngjiàn
省視,xǐngshì
省親,xǐngqīn
省記,xǐngjì
省諭,xǐngyù
省識,xǐngshì
省長,shěngzhǎng
省風,xǐngfēng
眄,miǎn
眇,miǎo
眈,dān
眉,méi
眉兒眼兒,méir　yǎnr　(變)mér　yǎr
眉南面北,méinánmiànběi
眉毛都會笑,méimáodōuhuìxiào
眊,mào
看,kàn
看上,kànshang
看上了,kànshàngle
看不上,kànbushàng
看不下去,kànbuxiàqù
看不來,kànbulái
看不出,kànbuchū
看不得,kànbudé
看不慣,kànbuguàn
看不起,kànbuqǐ
看不透,kànbutòu
看不過,kànbuguò
看不過眼兒,kànbuguòyǎnr(變)kànbuguòyǎr
看中,kànzhòng
看中了,kànzhòngle
看個究竟,kàngejiùjìng
看出了神,kànchūleshén
看坐兒,kànzuòr
看墳,kānfén
看守,kānshǒu
看守內閣,kānshǒunèigé
看守所,kānshǒusuǒ
看家,kānjiā
看家戲,kānjiāxì
看家本領,kānjiāběnlǐng
看家狗,kānjiāgǒu
看座兒的,kānzuòrde
看得上眼,kàndeshàngyǎn
看得起,kàndeqǐ
看得開,kàndekāi
看房子,kānfángzi
看押,kānyā
看樣子,kànyàngzi
看漲,kànzhǎng
看白戲,kànbáixì
看相,kànxiàng
看看,kānkān
看管,kānguǎn
看終了,kànzhōngle
看臉子,kànliǎnzi
看著辦,kànzhebàn
看見,kànjian
看護,kānhù
看起來,kānqǐlái
看錢奴,kānqiánnú
看門,kānmén
看青,kānqīng
看頭,kàntou
看風,kānfēng
看風頭,kànfēngtou
看香頭的,kànxiāngtóude
看麥娘,kānmàiniáng
眕,zhěn
眙,chì
眚,shěng
眛,mèi
眝,zhù
真,zhēn
真人不露相,zhēnrénbùlòuxiàng
真格的,zhēngéde
真溶液,zhēnróngyì
真相,zhēnxiàng
真相大白,zhēnxiàngdàbái
眠,mián
眠琴綠陰,miánqínlùyīn
眢,yuān
眥,zì
眥睚,zìyái
眨,zhǎ
眨巴,zhǎba
眩,xuàn
眭,suī
眯,mǐ
眲,nè
眴,xuàn
眵,chī
眵目糊,chīmuhú
眶,kuāng
眷,juàn
眸,móu
眹,zhèn
眺,tiào
眼,yǎn
眼力見兒,yǎnlìjiànr(變)yǎnlìjiàr
眼嵌縮腮,yǎnqiānsuōsāi
眼底下,yǎndǐxia
眼扎毛,yǎnzhámáo
眼暈,yǎnyùn
眼泡,yǎnpāo
眼淚往肚子裡流,yǎnlèiwǎngdùzilǐliú
眼熟,yǎnshú
眼犄角兒,yǎnjījiǎor
眼珠兒,yǎnzhūr
眼珠子,yǎnzhūzi
眼球乾燥症,yǎnqiúgānzàozhèng
眼白,yǎnbái
眼皮兒雜,yǎn　pír　zá　(變)yǎn　piér　zá
眼皮子,yǎnpízi
眼皮子底下,yǎnpízidǐxia
眼皮子淺,yǎnpíziqiǎn
眼皮子高,yǎnpízigāo
眼看著,yǎnkànzhe
眼睛長在頭頂上,yǎnjīngzhǎngzàitóudǐngshàng
眼神,yǎnshen
眼絲兒不見,yǎn　sīr　bù　jiàn　(變)yǎn　sēr　bú　jiàn
眼色,yǎnse
眼花瞭亂,yǎnhuāliáoluàn
眼裡不揉沙子,yǎnlǐbùróushāzi
眼裡揉不下沙子,yǎnlǐróubùxiàshāzi
眼見得,yǎnjiànde
眽,mò
眾,zhòng
眾所熟知,zhòngsuǒshúzhī
眾星拱北,zhòngxīnggǒngběi
眾毛攢裘,zhòngmáocuánqiú
眾生皆有佛性,zhòngshēngjiēyǒufóuxìng
眾生相,zhòngshēngxiàng
睃,jùn
睄,qiáo
睅,hàn
睆,huǎn
睇,dì
睊,juàn
睋,é
睍,xiàn
睎,xī
睏,kùn
睏覺,kùnjiào
睒,shǎn
睚,yá
睛,jīng
睜,zhēng
睜眼瞎子,zhēngyǎnxiāzi
睞,lài
睟,suì
睠,juàn
睡,shuì
睡不著,shuìbuzhāo
睡中覺,shuìzhōngjiào
睡懶覺,shuìlǎnjiào
睡晌覺,shuìshǎngjiào
睡相,shuìxiàng
睡眼惺忪,shuìyǎnxīngsōng
睡著,shuìzháo
睡虎子,shuìhǔzi
睡覺,shuìjiào
睡長覺,shuìchángjiào
睢,suī
督,dū
督導,dūdǎo
睥,bì
睦,mù
睨,nì
睩,lù
睪,yì
睪丸,gāowán
睪丸未降症,gāowánwèijiàngzhèng
睫,jié
睬,cǎi
睮,yú
睹,dǔ
睺,hóu
睽,kuí
睾,gāo
睿,ruì
睿知,ruìzhì
瞀,mào
瞂,fā
瞄,miáo
瞅,chǒu
瞅不得,chǒubudē
瞅不見,chǒubujiàn
瞅不起,chǒubuqǐ
瞅空兒,chǒukòngr
瞇,mī
瞇盹兒,mī　dǔnr　(變)mī　duěr
瞇縫,mīfèng
瞋,chēn
瞌,kē
瞍,sǒu
瞎,xiā
瞎了眼,xiāleyǎn
瞎子,xiāzi
瞎子吃湯圓,xiāzichītāngyuán
瞎子摸象,xiāzimōxiàng
瞎子摸魚,xiāzimōyú
瞎子看電影,xiāzikàndiànyǐng
瞎子起房子,xiāziqǐfángzi
瞎子點燈,xiāzidiǎndēng
瞎扎呼,xiāzhāhu
瞎扯臊,xiāchěsào
瞎抓,xiāzhuā
瞎撞,xiāzhuàng
瞎攪,xiāgǎo
瞎白貨,xiābáihuò
瞎點子,xiādiǎnzi
瞏,qióng
瞑,míng
瞑子裡,míngzilǐ
瞑眩,miànxuàn
瞖,yì
瞘,kōu
瞚,shùn
瞞,mán
瞞哄,mánhǒng
瞞神嚇鬼,mánshénxiàguǐ
瞞神弄鬼,mánshénnòngguǐ
瞟,piǎo
瞠,chēng
瞢,méng
瞤,shùn
瞥,piē
瞧,qiáo
瞧上,qiáoshang
瞧不得,qiáobùde
瞧得起,qiáodeqǐ
瞧熱鬧,qiáorènao
瞧瞧,qiáoqiao
瞧頭兒,qiáotour
瞧香的,qiáoxiāngde
瞪,dèng
瞪著眼,dèngzheyǎn
瞪著麒麟說是馬,dèngzheqílínshuōshìmǎ
瞫,shěn
瞬,shùn
瞭,liǎo
瞭望,liàowàng
瞭望山,liàowàngshān
瞭望臺,liàowàngtái
瞭高兒,liàogāor
瞰,kàn
瞳,tóng
瞵,lín
瞶,guì
瞶瞶,kuìkuì
瞷,jiàn
瞻,zhān
瞻卬,zhānyǎng
瞼,jiǎn
瞽,gǔ
瞿,qū
瞿然,jùrán
矇,méng
矇事,mēngshì
矇住,mēngzhù
矇松雨,mēngsōngyǔ
矇混,mēnghùn
矇矇亮,mēngmengliàng
矇著,mēngzháo
矇著鍋兒,mēngzheguōr
矇蔽,mēngbì
矇頭轉向,mēngtóuzhuànxiàng
矇騙,mēngpiàn
矉,pín
矊,mián
矍,jué
矎,xuān
矎矎,xuànxuàn
矐,huò
矓,lóng
矔,guàn
矕,mǎn
矗,chù
矘,tǎng
矚,zhǔ
矛,máo
矛盾,máodùn　（又音）máoshǔn
矜,jīn
矜寡孤獨,guānguǎgūdú
矞,yù
矢,shǐ
矢石之難,shǐshízhīnàn
矢車菊,shǐchējú
矢量,shǐliàng
矣,yǐ
知,zhī
知古今兒,zhī　gǔ　jīnr　(變)zhī　gǔ　jiēr
知命樂天,zhīmìnglètiān
知安忘危,zhīānwàngwéi
知小謀大,zhìxiǎomóudà
知幾其神,zhījīqíshén
知心著意,zhīxīnzháoyì
知水仁山,zhìshuǐrénshān
知疼著熱,zhīténgzháorè
知白守黑,zhībáishǒuhè
知盡能索,zhìjìnnéngsuǒ
知者不惑,zhìzhěbùhuò
知者樂水,zhìzhěyàoshuǐ
知觀,zhīguàn
知識分子,zhīshìfènzǐ
知足常樂,zhīzúchánglè
知魚之樂,zhīyúzhīlè
矧,shěn
矩,jǔ
矬,cuó
矬個兒,cuógèr
矬子,cuózi
矬子裡頭選將軍,tsuózilǐtouxuǎnjiāngjūn
短,duǎn
短不了,duǎnbuliǎo
短兒,duǎnr　(變)duǎr
短撅兒,duǎn　juēr　(變)duǎn　juēr
短暫,duǎnzhàn
短處,duǎnchu
短行,duǎnxìng
短見薄識,duǎnjiànbóshì
短調,duǎndiào
短道兒,duǎndàor
短頭,duǎntou
矮,ǎi
矮了半截,ǎilebànjié
矮仔財,ǎizǐcái
矮個兒,ǎigèr
矮個子,ǎigèzi
矮子,ǎizi
矮子看戲,ǎizikànxì
矮子觀場,ǎiziguāncháng
矮巴溜丟,ǎibāliūdiū
矮矬子,ǎicuózi
矯,jiǎo
矯情飾行,jiǎoqíngshìxìng
矯正處分,jiǎozhèngchǔfèn
矯言偽行,jiǎoyánwèixìng
矯誣,jiǎowú
矯飾偽行,jiǎoshìwèixìng
矰,zēng
矰繳,zēngzhuó
矰繳之說,zēngzhuózhīshuō
矱,huò
矲,bà
石,shí
石刁柏,shídiāobó
石子,shízi
石室金匱,shíshìjīnguì
石擔,shídàn
石棉沉著病,shímiánchénzhuóbìng
石獅子,shíshīzi
石砫縣,shízhùxiàn
石磨,shímò
石綠,shílǜ
石英玻璃,shíyīngbōli
石頭,shítou
石頭兒,shítour
石頭子兒,shí　tou　zǐr　(變)shí　tou　zěr
石頭火鍋,shítouhuǒguō
石頭草,shítoucǎo
石頭餅,shítoubǐng
矸,gān
矻,kù
矼,qiāng
矼牙,jiāngyá
矽,xì
矽酸鹽,xìsuānyán
砂,shā
砂石車,shāshíchē
砈,è
砉,huò
砌,qì
砌末,qièmò
砍,kǎn
砍瓜切菜,kǎnguāqiēcài
砐,è
砐硪,èě
砑,yà
砒,pī
研,yán
研幾探賾,yánjītànzé
研幾析理,yánjīxīlǐ
砝,fǎ
砟,zhà
砟子,zhǎzi
砠,jū
砢,luǒ
砢磣,kēchěn
砣,tuó
砥,dǐ
砥志礪行,dǐzhìlìxìng
砥礪名行,dǐlìmíngxìng
砥節礪行,dǐjiélìxìng
砥行磨名,dǐxìngmómíng
砥行立名,dǐxìnglìmíng
砦,zhài
砧,zhēn
砫,zhǔ
砭,biān
砮,nǔ
砰,pēng
砲,pào
破,pò
破了臉,pòleliǎn
破兒,pòr
破嗓子,pòsǎngzi
破家為國,pòjiāwèiguó
破步撩衣,pòbùliāoyī
破爛兒,pòlànr(變)pòlàr
破相,pòxiàng
破綻百出,pòzhànbǎichū
破罐子,pòguànzi
破膽喪魂,pòdǎnsànghún
破著,pòzhe
破謎兒,pò　mír　(變)pò　miér
破費,pòfei
破鏡重合,pòjìngchónghé
破鏡重圓,pòjìngchóngyuán
破鑼嗓子,pòluósǎngzi
破題兒,pò　tír　(變)pò　tiér
破題兒第一遭,pò　tír　dì　yī　zāo　(變)pò　tiér　dì　yī　zāo
破麥破梨,pòmòpòlí
砵,bō
砷,shēn
砸,zá
砸了,zále
砸兌,zádui
硃,zhū
硅,guī
硇,náo
硉,lù
硌,gè
硎,xíng
硒,xī
硜,kēng
硝,xiāo
硝鹽,xiāoyán
硤,xiá
硥,mǎng
硨,chē
硪,é
硫,liú
硫酸鹽,liúsuānyán
硬,yìng
硬打軟熟和,yìngdǎruǎnshóuhe
硬掙,yìngzheng
硬朗,yìnglang
硬棒,yìngbang
硬氣,yìngqi
硬玻璃,yìngbōli
硬腳,yìngjiǎo
硬著頭皮,yìngzhetóupí
硬裡子,yìnglǐzi
硬闖,yìngchuǎng
硬頁岩,yìngyèyán
硬骨頭,yìnggútou
硭,máng
确,què
硯,yàn
硯水壺兒,yànshuǐhúr
硯水滴兒,yàn　shuǐ　dīr　(變)yàn　shuǐ　diēr
硯耕,yàngēng
硯臺,yàntai
硶,chěn
硼,péng
硼玻璃,péngbōli
硼砰,pēngpēng
碆,bō
碇,dìng
碉,diāo
碌,lù
碌粥,lùzhōu
碎,suì
碎修兒,suìxiūr
碎嘴子,suìzuǐzi
碎步兒,suìbùr
碏,què
碑,bēi
碑帖,bēitiè
碓,duì
碔,wǔ
碕,qí
碗,wǎn
碗子,wǎnzi
碗足兒,wǎnzúr
碘,diǎn
碚,bèi
碞,yán
碟,dié
碟大碗小磕著碰著,diédàwǎnxiǎokēzhaopèngzhao
碟子,diézi
碟式煞車,diéshìshāchē
碟式相機,diéshìxiàngjī
碟煞,diéshā
碡,dú
碣,jié
碥,biǎn
碧,bì
碧波萬頃,bìbōwànqǐng
碧眼兒,bìyǎnr(變)bìyǎr
碧綠,bìlǜ
碧血,bìxiè（又音）bìxuè
碧血丹心,bìxièdānxīn（又音）bìxuèdānxīn
碧血黃花,bìxièhuánghuā（又音）bìxuèhuánghuā
碩,shuò
碩量,shuòliàng
碪,kàn
碪斧,zhēnfǔ
碫,duàn
碭,dàng
碰,pèng
碰一鼻子灰,pèngyībízihuī
碰了,pèngle
碰勁,pèngjìn
碰和,pènghú
碰撞,pèngzhuàng
碰碰和,pèngpènghú
碰碰車,pèngpèngchē
碰著,pèngzháo
碰運氣,pèngyùnqi
碰釘子,pèngdīngzi
碰頭好兒,pèngtóuhǎor
碲,dì
碳,tàn
碳的化合物,tàndehuàhéwù
碳酸氫鹽,tànsuānqīngyán
碳黑,tànhēi
碴,chá
碴兒,chár
碴子,cházi
確,què
確乎,quèhu
確當,quèdàng
確鑿,quèzuò
碻,què
碼,mǎ
碼子,mǎzi
碼頭,mǎtou
碾,niǎn
碾子,niǎnzi
磁,cí
磁北極,cíběijí
磁感應,cígǎnyìng
磁浮火車,cífúhuǒchē
磁軸,cízhóu
磅,bàng
磅硠,pāngláng
磅礴,pāngbó
磅薄,pāngbó
磈,kuǐ
磉,sǎng
磊,lěi
磋,cuō
磌,tián
磎,xī
磏,lián
磐,pán
磑,wèi
磔,zhé
磕,kē
磕巴,kēba
磕打,kēda
磕碰兒,kēpengr
磕磕撞撞,kēkēzhuàngzhuàng
磕過頭的,kēguotóude
磕頭兒,kētóur
磕頭撞腦,kētóuzhuàngnǎo
磚,zhuān
磚坯,zhuānpī
磞,pēng
磠,lǔ
磣,chěn
磣可可,chěnkeke
磣的慌,chěndehuang
磣磕磕,chěnkeke
磧,qì
磨,mó
磨不開,mòbùkāi
磨了半截舌頭,mólebànjiéshétou
磨佗子,mótuózi
磨刻,mókē
磨削,móxuè
磨功夫,mógōngfu
磨勁兒,mó　jìnr　(變)mó　jièr
磨叨,mòdao
磨咕,mógu
磨喝樂,móhēlè
磨坊,mòfāng
磨子,mòzi
磨它子,mótuózi
磨官兒,mòguānr(變)mòguar
磨對,módui
磨房,mòfáng
磨扇墜手,mòshànzhuìshǒu
磨擔,módàn
磨旗,mòqí
磨煩,mófan
磨盤,mòpán
磨砂玻璃,móshābōli
磨磚砌的喉嚨,mózhuānqìdehóulóng
磨而不磷,móérbùlìn
磨舌頭,móshétou
磨菇,mógu
磨蝎,móhé
磨豆腐,mòdòufu
磨趄子,móqièzi
磨難,mónàn
磪,cuī
磬,qìng
磬子,qìngzi
磯,jī
磲,qú
磴,dèng
磶,xì
磷,lín
磺,huáng
磻,pán
磼,zá
磽,qiāo
磽薄,qiāobó
磾,dī
礁,jiāo
礄,qiáo
礉,hé
礌,lèi
礎,chǔ
礓,jiāng
礙,ài
礙手礙腳,àishǒuàijiǎo
礛,jiān
礞,méng
礤,cǎ
礤床兒,cǎchuángr
礦,kuàng
礦鹽,kuàngyán
礧,lěi
礧磈,lěikuǐ
礨,lěi
礩,zhí
礪,lì
礫,lì
礫耕栽培,lìgēngzāipéi
